,algorithm_of_vehicle_classification,algorithm_of_vehicle_classification_name,calibration_of_weighing_system,calibration_of_weighing_system_name,classification_system_for_vehicle_classification,concurrent_route_signing,concurrent_signed_route_number,direction_of_travel,direction_of_travel_name,fips_county_code,fips_state_code,functional_classification,functional_classification_name,hpms_sample_identifier,hpms_sample_type,lane_of_travel,lane_of_travel_name,latitude,longitude,lrs_identification,lrs_location_point,method_of_data_retrieval,method_of_data_retrieval_name,method_of_traffic_volume_counting,method_of_traffic_volume_counting_name,method_of_truck_weighing,method_of_truck_weighing_name,method_of_vehicle_classification,method_of_vehicle_classification_name,national_highway_system,number_of_lanes_in_direction_indicated,number_of_lanes_monitored_for_traffic_volume,number_of_lanes_monitored_for_truck_weight,number_of_lanes_monitored_for_vehicle_class,posted_route_signing,posted_signed_route_number,previous_station_id,primary_purpose,primary_purpose_name,record_type,sample_type_for_traffic_volume,sample_type_for_traffic_volume_name,sample_type_for_truck_weight,sample_type_for_truck_weight_name,sample_type_for_vehicle_classification,sample_type_for_vehicle_classification_name,second_type_of_sensor,shrp_site_identification,station_id,station_location,type_of_sensor,type_of_sensor_name,year_of_data,year_station_discontinued,year_station_established
25449,,,,,1,0,00000000,5,South,189,37,3R,Rural: Principal Arterial - Other,,N,0,Data with lanes combined,36.1286,81.6715,002000032194,1889.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,1,1,0,0,2,00000321,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9403,0.50 MILES NORTH OF US 321 BUS,L,Inductance loop,15,6,98
25453,,,,,15,0,00000000,7,West,119,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,1,Outside (rightmost) lane,35.3343,80.821,003000002459,4836.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,3,00000024,,P,Planning or traffic statistics purposes,S,,,,,,,L,5903,375903,0.20 MILES EAST OF NC 115 (OLD,P,Piezoelectric,15,11,3
25582,,,,,15,0,00000000,1,North,57,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,3,Other lanes,35.8718,80.2542,002000005228,21874.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000052,,P,Planning or traffic statistics purposes,S,,,,,,,L,0200,370200,0.40 MILES SOUTH OF NC 8,P,Piezoelectric,15,10,4
25627,,,,,15,2,00000220,1,North,81,37,1R,Rural: Principal Arterial - Interstate,,N,4,Other lanes,35.9462,79.8234,001000007340,3951.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000073,,P,Planning or traffic statistics purposes,S,,,,,,,L,2819,372819,1.70 MILES NORTH OF NC 63,P,Piezoelectric,15,9,4
25630,,,,,15,0,00000000,3,East,147,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100611,Y,2,Other lanes,35.6493,77.4195,002000026473,26307.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000264,,P,Planning or traffic statistics purposes,S,,,,,,,L,7302,377302,0.90 MILES WEST OF NC 33,P,Piezoelectric,15,5,4
25652,,,,,1,0,00000000,5,South,27,37,5U,Urban: Collector,,N,0,Data with lanes combined,35.8963,81.5409,005000090313,802.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,7,00000000,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A1301,0.50 MILES SOUTH OF US 64 (MOR,L,Inductance loop,15,6,93
25674,,,,,15,2,00000441,3,East,99,37,3R,Rural: Principal Arterial - Other,,N,2,Other lanes,35.3878,83.2933,002000007449,10108.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000074,,P,Planning or traffic statistics purposes,S,,,,,,,L,1803,371803,0.20 MILES WEST OF SR 1392 (BA,P,Piezoelectric,15,3,2
25681,,,,,1,0,00000000,5,South,185,37,1R,Rural: Principal Arterial - Interstate,000000102284,Y,0,Data with lanes combined,36.5389,78.1878,001000008592,16164.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000085,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9201,0.30 MILES NORTH OF US 1,L,Inductance loop,15,8,93
25692,,,,,1,0,00000000,3,East,125,37,7R,Rural: Local System,,N,0,Data with lanes combined,35.2817,79.3833,004000180362,5921.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001803,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A6201,0.20 MILES WEST OF SR 1831 (FA,L,Inductance loop,15,0,54
25717,,,,,15,2,00000441,7,West,99,37,3R,Rural: Principal Arterial - Other,,N,4,Other lanes,35.3878,83.2933,002000007449,10108.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000074,,P,Planning or traffic statistics purposes,S,,,,,,,L,1803,371803,0.20 MILES WEST OF SR 1392 (BA,P,Piezoelectric,15,3,2
25820,,,,,15,0,00000000,3,East,23,37,1U,Urban: Principal Arterial - Interstate,,N,3,Other lanes,35.7285,81.5844,001000004011,26284.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,1101,371101,1.35 MILES WEST OF SR 1734 (CA,P,Piezoelectric,15,9,3
25882,,,,,1,0,00000000,1,North,163,37,5U,Urban: Collector,000000101694,Y,0,Data with lanes combined,34.9994,78.3143,004000185581,1125.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001855,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A8101,0.10 MILES NORTH OF SR 1275 (E,L,Inductance loop,15,0,93
25883,,,,,1,0,00000000,5,South,191,37,4U,Urban: Minor Arterial,,N,0,Data with lanes combined,35.3153,78.0361,002100011795,16510.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,2,00000117,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9501,0.20 MILES SOUTH OF US 117,L,Inductance loop,15,0,54
25900,,,,,15,2,00000021,5,South,119,37,1U,Urban: Principal Arterial - Interstate,,N,6,Other lanes,35.1222,80.9194,001000007759,2351.0,2,Automated (telemetry),0,,0,,0,,Y,3,3,3,3,1,00000077,,P,Planning or traffic statistics purposes,S,,,,,,,L,5902,375902,0.20 MILES SOUTH OF I-485,P,Piezoelectric,15,2,1
25905,G,Axle spacing with Scheme F modified,C,Combination of test trucks and trucks from the traffic stream (but not ASTM E1318),15,0,00000000,3,East,37,37,3R,Rural: Principal Arterial - Other,000000100428,Y,3,Other lanes,35.7293,79.2278,002000006418,29009.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),5,Permanent weigh-in-motion system,3,Permanent vehicle classification device,Y,2,2,2,2,2,00000064,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,T,Station used for TMG sample (but not SHRP/LTPP sample),H,Station used for Heavy Vehicle Travel Information System,L,1805,371805,1.50 MILES WEST OF NC 87,P,Piezoelectric,15,0,3
26075,,,,,1,0,00000000,3,East,67,37,5U,Urban: Collector,,N,0,Data with lanes combined,36.0312,80.3143,004000112033,1878.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001120,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A3303,0.15 MILES EAST OF SR 2972 (GR,L,Inductance loop,15,0,93
26081,,,,,15,0,00000000,1,North,35,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100651,Y,4,Other lanes,35.7202,81.3559,002000032117,21993.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000321,,P,Planning or traffic statistics purposes,S,,,,,,,L,1701,371701,0.10 MILES SOUTH OF US 70,P,Piezoelectric,15,9,3
26111,,,,,15,2,00000064,3,East,39,37,3R,Rural: Principal Arterial - Other,,N,3,Other lanes,35.0366,84.0953,002000001919,6773.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000019,,P,Planning or traffic statistics purposes,S,,,,,,,L,1901,371901,0.40 MILES EAST OF US 19-129 (,P,Piezoelectric,15,2,0
26147,,,,,15,0,00000000,1,North,105,37,3R,Rural: Principal Arterial - Other,,N,3,Other lanes,35.5866,79.1233,002000000152,30983.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000001,,P,Planning or traffic statistics purposes,S,,,,,,,L,0900,370900,0.10 MILES SOUTH OF SR 1423 (F,P,Piezoelectric,15,9,4
26178,,,,,15,2,00000158,1,North,139,37,3R,Rural: Principal Arterial - Other,,N,3,Other lanes,36.4085,76.3387,002000001769,28776.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000017,,P,Planning or traffic statistics purposes,S,,,,,,,L,1030,371030,0.45 MILES SOUTH OF US 158,P,Piezoelectric,15,9,4
26333,,,,,1,0,00000000,5,South,81,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100391,Y,0,Data with lanes combined,36.1189,79.7527,002000002940,35515.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,4,4,0,0,2,00000029,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4004,0.50 MILES NORTH OF CONE BLVD,L,Inductance loop,15,98,93
26335,,,,,1,0,00000000,1,North,51,37,1R,Rural: Principal Arterial - Interstate,,N,0,Data with lanes combined,35.1363,78.7402,001000009525,32868.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000095,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A2502,1.20 MILES NORTH OF I-295/US 1,L,Inductance loop,15,0,60
26344,,,,,15,0,00000000,7,West,149,37,1R,Rural: Principal Arterial - Interstate,000000100007,Y,2,Other lanes,35.2381,82.2048,001000002674,14988.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000026,,P,Planning or traffic statistics purposes,S,,,,,,,L,7401,377401,1.00 MILES EAST OF US 74,P,Piezoelectric,15,9,0
26387,,,,,15,0,00000000,7,West,97,37,1U,Urban: Principal Arterial - Interstate,,N,1,Outside (rightmost) lane,35.8061,80.8844,001000004048,18625.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,4801,374801,0.50 MILES WEST OF US 21 (SULL,P,Piezoelectric,15,9,3
26423,,,,,1,2,00000001,5,South,183,37,1U,Urban: Principal Arterial - Interstate,,N,0,Data with lanes combined,35.8287,78.6815,001000044091,9176.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,3,3,0,0,1,00000440,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A9108,0.80 MILES WEST OF US 70 (GLEN,L,Inductance loop,15,0,2
26495,,,,,15,0,00000000,5,South,171,37,1R,Rural: Principal Arterial - Interstate,,N,4,Other lanes,36.4566,80.7694,001000007785,24116.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000077,,P,Planning or traffic statistics purposes,S,,,,,,,L,5826,375826,2.25 MILES SOUTH OF NC 89 (WES,P,Piezoelectric,15,11,3
26531,,,,,1,0,00000000,5,South,63,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,0,Data with lanes combined,35.9576,78.864,003000014731,10716.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,3,00000147,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A3104,1.30 MILES NORTH OF SR 1954 (E,L,Inductance loop,15,0,93
26651,,,,,15,0,00000000,1,North,63,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,2,Other lanes,35.9567,78.864,003000014731,10615.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,3,00000147,,P,Planning or traffic statistics purposes,S,,,,,,,L,3816,373816,1.20 MILES NORTH OF SR 1954 (E,P,Piezoelectric,15,4,0
26663,,,,,15,0,00000000,7,West,119,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,2,Other lanes,35.3343,80.821,003000002459,4836.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,3,00000024,,P,Planning or traffic statistics purposes,S,,,,,,,L,5903,375903,0.20 MILES EAST OF NC 115 (OLD,P,Piezoelectric,15,11,3
26670,,,,,1,0,00000000,1,North,171,37,1R,Rural: Principal Arterial - Interstate,,N,0,Data with lanes combined,36.4566,80.7694,001000007785,24116.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,2,2,1,00000077,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,5826,0W8501,2.25 MILES SOUTH OF NC 89 (WES,L,Inductance loop,15,0,3
26701,,,,,1,2,00000421,3,East,129,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100538,Y,0,Data with lanes combined,34.2305,77.9595,002000007609,24673.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,3,3,0,0,2,00000076,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A6405,0.10 MILES EAST OF US 421 NORT,L,Inductance loop,15,0,71
26799,,,,,15,0,00000000,7,West,21,37,1U,Urban: Principal Arterial - Interstate,000000100017,Y,1,Outside (rightmost) lane,35.5707,82.4883,001000004010,27299.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,5037,375037,0.80 MILES EAST OF US 74 ALT,P,Piezoelectric,15,5,3
26853,,,,,15,0,00000000,3,East,97,37,1U,Urban: Principal Arterial - Interstate,,N,3,Other lanes,35.8061,80.8844,001000004048,18625.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,4801,374801,0.50 MILES WEST OF US 21 (SULL,P,Piezoelectric,15,9,3
26866,,,,,1,0,00000000,5,South,37,37,5R,Rural: Major Collector,,N,0,Data with lanes combined,35.619,79.088,004000101118,12193.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001011,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A1802,0.18 MILES WEST OF SR 1012 (MO,L,Inductance loop,15,0,93
26973,,,,,15,0,00000000,1,North,29,37,3R,Rural: Principal Arterial - Other,,N,1,Outside (rightmost) lane,36.5146,76.359,002000001714,11105.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000017,,P,Planning or traffic statistics purposes,S,,,,,,,L,1028,371028,0.50 MILES NORTH OF SR 1231 (M,P,Piezoelectric,15,12,4
27107,,,,,1,0,00000000,7,West,71,37,7U,Urban: Local System,,N,0,Data with lanes combined,35.2783,81.219,000000000000,,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,7,00000000,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A3502,0.50 MILES EAST OF NC 274 (BES,L,Inductance loop,15,0,93
27206,,,,,15,0,00000000,3,East,87,37,1U,Urban: Principal Arterial - Interstate,,N,1,Outside (rightmost) lane,35.5471,82.9329,001000004043,42521.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000040,,P,Planning or traffic statistics purposes,S,,,,,,,L,4301,374301,0.90 MILES WEST OF US 74,P,Piezoelectric,15,2,0
27234,,,,,15,0,00000000,3,East,165,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,3,Other lanes,34.7753,79.4974,002000007482,15159.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000074,,P,Planning or traffic statistics purposes,S,,,,,,,L,8201,378201,0.10 MILES EAST OF NC 79 (GIBS,P,Piezoelectric,15,11,4
27246,,,,,1,3,00000133,5,South,129,37,4U,Urban: Minor Arterial,,N,0,Data with lanes combined,34.3612,77.8989,002000011764,24679.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,2,00000117,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A6401,0.03 MILES NORTH OF SR 1340 (O,L,Inductance loop,15,0,54
27402,,,,,15,0,00000000,3,East,165,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,4,Other lanes,34.7753,79.4974,002000007482,15159.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000074,,P,Planning or traffic statistics purposes,S,,,,,,,L,8201,378201,0.10 MILES EAST OF NC 79 (GIBS,P,Piezoelectric,15,11,4
27480,,,,,1,3,00000016,1,North,119,37,1U,Urban: Principal Arterial - Interstate,,N,0,Data with lanes combined,35.2281,80.8291,001000027759,4742.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,3,3,0,0,1,00000277,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A5903,0.80 MILES SOUTH OF US 29 (GRA,L,Inductance loop,15,0,93
27554,,,,,15,2,00000021,5,South,119,37,1U,Urban: Principal Arterial - Interstate,,N,4,Other lanes,35.1222,80.9194,001000007759,2351.0,2,Automated (telemetry),0,,0,,0,,Y,3,3,3,3,1,00000077,,P,Planning or traffic statistics purposes,S,,,,,,,L,5902,375902,0.20 MILES SOUTH OF I-485,P,Piezoelectric,15,2,1
27568,,,,,1,0,00000000,3,East,63,37,5U,Urban: Collector,,N,0,Data with lanes combined,36.0575,78.9253,004000144331,342.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,3,00001443,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A3102,0.20 MILES EAST OF NC 157 ( GU,L,Inductance loop,15,5,93
27675,,,,,15,2,00000441,3,East,99,37,3R,Rural: Principal Arterial - Other,,N,1,Outside (rightmost) lane,35.3878,83.2933,002000007449,10108.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000074,,P,Planning or traffic statistics purposes,S,,,,,,,L,1803,371803,0.20 MILES WEST OF SR 1392 (BA,P,Piezoelectric,15,3,2
27722,,,,,1,0,00000000,5,South,11,37,3R,Rural: Principal Arterial - Other,,N,0,Data with lanes combined,35.9469,82.0044,002500001905,2054.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,1,1,0,0,2,00000019,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A0501,0.10 MILES SOUTH OF SR 1103 (B,L,Inductance loop,15,0,54
27757,,,,,1,0,00000000,5,South,159,37,3U,Urban: Principal Arterial - Other,000000102263,Y,0,Data with lanes combined,35.609,80.5387,002000002979,14130.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,2,2,0,0,2,00000029,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A7902,0.50 MILES SOUTH OF SR 1503 (G,L,Inductance loop,15,0,54
27999,,,,,1,0,00000000,7,West,61,37,3R,Rural: Principal Arterial - Other,,N,0,Data with lanes combined,34.9936,78.1271,003900002430,644.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,N,2,2,0,0,3,00000024,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A3002,0.10 MILES EAST OF SR 1111 (PE,L,Inductance loop,15,0,54
28004,,,,,1,2,00000074,7,West,21,37,1U,Urban: Principal Arterial - Interstate,000000100002,Y,0,Data with lanes combined,35.4333,82.5312,001000002610,46374.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,1,00000026,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4401,0.50 MILES SOUTH OF NC 280 (AI,L,Inductance loop,15,9,93
28024,,,,,15,0,00000000,3,East,149,37,1R,Rural: Principal Arterial - Interstate,000000100007,Y,3,Other lanes,35.2381,82.2048,001000002674,14988.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,1,00000026,,P,Planning or traffic statistics purposes,S,,,,,,,L,7401,377401,1.00 MILES EAST OF US 74,P,Piezoelectric,15,9,0
28124,,,,,15,0,00000000,1,North,57,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,,N,4,Other lanes,35.8718,80.2542,002000005228,21874.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000052,,P,Planning or traffic statistics purposes,S,,,,,,,L,0200,370200,0.40 MILES SOUTH OF NC 8,P,Piezoelectric,15,10,4
28142,,,,,1,0,00000000,5,South,51,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000102413,Y,0,Data with lanes combined,35.0537,78.9476,004000100725,10400.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,3,00001007,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A2501,0.82 MILES NORTH OF US 401 BUS,L,Inductance loop,15,0,93
28291,,,,,15,2,00000076,3,East,47,37,3R,Rural: Principal Arterial - Other,,N,4,Other lanes,34.3424,78.6312,002000007423,35205.0,2,Automated (telemetry),0,,0,,0,,Y,2,2,2,2,2,00000074,,P,Planning or traffic statistics purposes,S,,,,,,,L,1645,371645,1.60 MILES EAST OF US 74 BUS (,P,Piezoelectric,15,13,4
28292,,,,,15,0,00000000,5,South,71,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100659,Y,3,Other lanes,35.3124,81.1872,002000032135,18443.0,2,Automated (telemetry),0,,0,,0,,Y,3,3,3,3,2,00000321,,P,Planning or traffic statistics purposes,S,,,,,,,L,3501,373501,0.20 MILES SOUTH OF US 321 BUS,P,Piezoelectric,15,5,3
28368,,,,,1,0,00000000,1,North,81,37,2U,Urban: Principal Arterial - Other Freeways or Expressways,000000100391,Y,0,Data with lanes combined,36.1189,79.7527,002000002940,35515.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,4,4,0,0,2,00000029,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A4004,0.50 MILES NORTH OF CONE BLVD,L,Inductance loop,15,98,93
28461,,,,,1,0,00000000,3,East,127,37,3R,Rural: Principal Arterial - Other,,N,0,Data with lanes combined,35.7854,78.099,002000026463,14722.0,2,Automated (telemetry),3,Permanent automatic traffic recorder (ATR),0,,0,,Y,2,2,0,0,2,00000264,,P,Planning or traffic statistics purposes,S,T,Station used for Traffic Volume Trends,,,,,N,,0A6301,1.00 MILES EAST OF NC 581,L,Inductance loop,15,0,93
